match_id,case_id,activity,timestamp,resource,team,period,minute,second,possession,zone,finalize_in_goal,match_won
266142,266142-2,Clearance,00:00:09.926,Andrés Iniesta Luján,Barcelona,1,0,9,2,Own Penalty Area,False,False
266142,266142-2,Goal Keeper,00:00:12.796,Claudio Andrés Bravo Muñoz,Barcelona,1,0,12,2,Own Penalty Area,False,False
266142,266142-3,Pass,00:00:29.067,Claudio Andrés Bravo Muñoz,Barcelona,1,0,29,3,Own Penalty Area,False,False
266142,266142-3,Ball Receipt*,00:00:31.446,Jordi Alba Ramos,Barcelona,1,0,31,3,Midfield Zone,False,False
266142,266142-3,Carry,00:00:31.446,Jordi Alba Ramos,Barcelona,1,0,31,3,Midfield Zone,False,False
266142,266142-3,Pass,00:00:32.511,Jordi Alba Ramos,Barcelona,1,0,32,3,Midfield Zone,False,False
266142,266142-3,Ball Receipt*,00:00:34.237,Jérémy Mathieu,Barcelona,1,0,34,3,Own Half,False,False
266142,266142-3,Carry,00:00:34.237,Jérémy Mathieu,Barcelona,1,0,34,3,Own Half,False,False
266142,266142-3,Pass,00:00:39.110,Jérémy Mathieu,Barcelona,1,0,39,3,Own Half,False,False
266142,266142-3,Ball Receipt*,00:00:40.130,Jordi Alba Ramos,Barcelona,1,0,40,3,Midfield Zone,False,False
266142,266142-3,Carry,00:00:40.130,Jordi Alba Ramos,Barcelona,1,0,40,3,Midfield Zone,False,False
266142,266142-3,Pass,00:00:40.170,Jordi Alba Ramos,Barcelona,1,0,40,3,Midfield Zone,False,False
266142,266142-3,Ball Receipt*,00:00:41.004,Jérémy Mathieu,Barcelona,1,0,41,3,Own Half,False,False
266142,266142-3,Carry,00:00:41.004,Jérémy Mathieu,Barcelona,1,0,41,3,Own Half,False,False
266142,266142-3,Pass,00:00:42.664,Jérémy Mathieu,Barcelona,1,0,42,3,Own Half,False,False
266142,266142-3,Ball Receipt*,00:00:44.995,Claudio Andrés Bravo Muñoz,Barcelona,1,0,44,3,Own Penalty Area,False,False
266142,266142-3,Carry,00:00:44.995,Claudio Andrés Bravo Muñoz,Barcelona,1,0,44,3,Own Penalty Area,False,False
