match_id,case_id,activity,timestamp,resource,team,period,minute,second,possession,x,y
267183,267183-1,Starting XI,00:00:00.000,,Barcelona,1,0,0,1,,
267183,267183-1,Starting XI,00:00:00.000,,Real Madrid,1,0,0,1,,
267183,267183-1,Half Start,00:00:00.000,,Barcelona,1,0,0,1,,
267183,267183-1,Half Start,00:00:00.000,,Real Madrid,1,0,0,1,,
267183,267183-2,Pass,00:00:00.100,Luis Alberto Suárez Díaz,Barcelona,1,0,0,2,61.0,40.1
267183,267183-2,Ball Receipt*,00:00:00.680,Neymar da Silva Santos Junior,Barcelona,1,0,0,2,57.6,36.8
267183,267183-2,Pass,00:00:00.680,Neymar da Silva Santos Junior,Barcelona,1,0,0,2,55.3,37.5
267183,267183-2,Ball Receipt*,00:00:02.084,Javier Alejandro Mascherano,Barcelona,1,0,2,2,43.9,41.2
267183,267183-2,Carry,00:00:02.084,Javier Alejandro Mascherano,Barcelona,1,0,2,2,43.9,41.2
267183,267183-2,Pass,00:00:02.289,Javier Alejandro Mascherano,Barcelona,1,0,2,2,43.9,41.2
267183,267183-2,Ball Receipt*,00:00:04.719,Jordi Alba Ramos,Barcelona,1,0,4,2,43.9,15.2
267183,267183-2,Carry,00:00:04.719,Jordi Alba Ramos,Barcelona,1,0,4,2,43.9,15.2
267183,267183-2,Pass,00:00:05.944,Jordi Alba Ramos,Barcelona,1,0,5,2,43.9,15.2
267183,267183-2,Ball Receipt*,00:00:07.577,Jérémy Mathieu,Barcelona,1,0,7,2,30.7,30.9
267183,267183-2,Carry,00:00:07.577,Jérémy Mathieu,Barcelona,1,0,7,2,30.7,30.9
267183,267183-2,Pass,00:00:09.058,Jérémy Mathieu,Barcelona,1,0,9,2,34.3,26.7
267183,267183-2,Ball Receipt*,00:00:10.077,Gerard Piqué Bernabéu,Barcelona,1,0,10,2,27.2,51.7
267183,267183-2,Carry,00:00:10.077,Gerard Piqué Bernabéu,Barcelona,1,0,10,2,27.2,51.7
267183,267183-2,Pass,00:00:13.114,Gerard Piqué Bernabéu,Barcelona,1,0,13,2,34.7,54.4
267183,267183-2,Ball Receipt*,00:00:14.928,Jérémy Mathieu,Barcelona,1,0,14,2,34.5,30.3
267183,267183-2,Carry,00:00:14.928,Jérémy Mathieu,Barcelona,1,0,14,2,34.5,30.3
267183,267183-2,Pressure,00:00:17.805,Karim Benzema,Real Madrid,1,0,17,2,69.0,52.3
267183,267183-2,Pass,00:00:18.227,Jérémy Mathieu,Barcelona,1,0,18,2,44.8,24.5
267183,267183-2,Ball Receipt*,00:00:20.067,Gerard Piqué Bernabéu,Barcelona,1,0,20,2,34.3,51.7
267183,267183-2,Carry,00:00:20.067,Gerard Piqué Bernabéu,Barcelona,1,0,20,2,34.3,51.7
267183,267183-2,Pass,00:00:22.362,Gerard Piqué Bernabéu,Barcelona,1,0,22,2,41.3,47.6
267183,267183-2,Pressure,00:00:22.641,Toni Kroos,Real Madrid,1,0,22,2,60.9,34.5
267183,267183-2,Ball Receipt*,00:00:23.542,Javier Alejandro Mascherano,Barcelona,1,0,23,2,52.5,46.0
267183,267183-2,Carry,00:00:23.542,Javier Alejandro Mascherano,Barcelona,1,0,23,2,52.5,46.0
267183,267183-2,Pass,00:00:24.152,Javier Alejandro Mascherano,Barcelona,1,0,24,2,51.8,46.4
267183,267183-2,Ball Receipt*,00:00:25.308,Jérémy Mathieu,Barcelona,1,0,25,2,43.1,33.7
267183,267183-2,Carry,00:00:25.308,Jérémy Mathieu,Barcelona,1,0,25,2,43.1,33.7
267183,267183-2,Pass,00:00:27.252,Jérémy Mathieu,Barcelona,1,0,27,2,48.8,28.0
267183,267183-2,Pressure,00:00:27.764,Luka Modrić,Real Madrid,1,0,27,2,49.0,63.3
267183,267183-2,Ball Receipt*,00:00:28.263,Andrés Iniesta Luján,Barcelona,1,0,28,2,73.3,11.5
267183,267183-2,Carry,00:00:28.263,Andrés Iniesta Luján,Barcelona,1,0,28,2,73.3,11.5
267183,267183-2,Pass,00:00:29.771,Andrés Iniesta Luján,Barcelona,1,0,29,2,77.5,10.5
267183,267183-2,Pressure,00:00:29.944,Daniel Carvajal Ramos,Real Madrid,1,0,29,2,29.6,74.1
267183,267183-2,Ball Receipt*,00:00:30.720,Neymar da Silva Santos Junior,Barcelona,1,0,30,2,88.7,4.3
267183,267183-2,Carry,00:00:30.720,Neymar da Silva Santos Junior,Barcelona,1,0,30,2,88.7,4.3
267183,267183-2,Pass,00:00:33.398,Neymar da Silva Santos Junior,Barcelona,1,0,33,2,90.7,6.5
267183,267183-2,Ball Receipt*,00:00:34.206,Luis Alberto Suárez Díaz,Barcelona,1,0,34,2,90.7,20.1
267183,267183-2,Pass,00:00:34.206,Luis Alberto Suárez Díaz,Barcelona,1,0,34,2,91.1,20.7
267183,267183-2,Ball Receipt*,00:00:35.530,Jordi Alba Ramos,Barcelona,1,0,35,2,80.4,11.3
267183,267183-2,Pass,00:00:35.530,Jordi Alba Ramos,Barcelona,1,0,35,2,80.1,10.7
267183,267183-2,Ball Receipt*,00:00:36.505,Neymar da Silva Santos Junior,Barcelona,1,0,36,2,84.7,18.1
267183,267183-2,Carry,00:00:36.505,Neymar da Silva Santos Junior,Barcelona,1,0,36,2,84.7,18.1
267183,267183-2,Pass,00:00:37.663,Neymar da Silva Santos Junior,Barcelona,1,0,37,2,84.7,18.1
267183,267183-2,Ball Receipt*,00:00:38.037,Andrés Iniesta Luján,Barcelona,1,0,38,2,93.5,27.2
267183,267183-2,Interception,00:00:38.037,Luka Modrić,Real Madrid,1,0,38,2,29.8,55.4
267183,267183-2,Carry,00:00:38.037,Luka Modrić,Real Madrid,1,0,38,2,29.8,55.4
267183,267183-2,Pass,00:00:40.636,Luka Modrić,Real Madrid,1,0,40,2,42.3,47.7
267183,267183-2,Ball Receipt*,00:00:42.046,Cristiano Ronaldo dos Santos Aveiro,Real Madrid,1,0,42,2,50.1,10.4
267183,267183-2,Carry,00:00:42.046,Cristiano Ronaldo dos Santos Aveiro,Real Madrid,1,0,42,2,50.1,10.4
267183,267183-2,Pressure,00:00:46.914,Daniel Alves da Silva,Barcelona,1,0,46,2,28.8,70.5
267183,267183-2,Miscontrol,00:00:50.740,Cristiano Ronaldo dos Santos Aveiro,Real Madrid,1,0,50,2,111.7,3.7
267183,267183-2,Ball Recovery,00:00:52.144,Ivan Rakitić,Barcelona,1,0,52,2,12.1,71.5
267183,267183-2,Carry,00:00:52.144,Ivan Rakitić,Barcelona,1,0,52,2,12.1,71.5
267183,267183-2,Pass,00:00:59.457,Ivan Rakitić,Barcelona,1,0,59,2,36.2,63.1
267183,267183-2,Ball Receipt*,00:01:00.550,Javier Alejandro Mascherano,Barcelona,1,1,0,2,31.2,53.3
267183,267183-2,Carry,00:01:00.550,Javier Alejandro Mascherano,Barcelona,1,1,0,2,31.2,53.3
267183,267183-2,Pass,00:01:01.937,Javier Alejandro Mascherano,Barcelona,1,1,1,2,31.4,53.3
267183,267183-2,Ball Receipt*,00:01:03.989,Jérémy Mathieu,Barcelona,1,1,3,2,23.5,26.0
267183,267183-2,Carry,00:01:03.989,Jérémy Mathieu,Barcelona,1,1,3,2,23.5,26.0
267183,267183-2,Pass,00:01:05.357,Jérémy Mathieu,Barcelona,1,1,5,2,29.0,20.9
267183,267183-2,Ball Receipt*,00:01:06.307,Jordi Alba Ramos,Barcelona,1,1,6,2,36.8,4.8
267183,267183-2,Carry,00:01:06.307,Jordi Alba Ramos,Barcelona,1,1,6,2,36.8,4.8
267183,267183-2,Pressure,00:01:09.216,Gareth Frank Bale,Real Madrid,1,1,9,2,83.0,66.6
267183,267183-2,Pass,00:01:09.923,Jordi Alba Ramos,Barcelona,1,1,9,2,35.4,17.2
267183,267183-2,Ball Receipt*,00:01:12.331,Gerard Piqué Bernabéu,Barcelona,1,1,12,2,24.6,50.9
267183,267183-2,Carry,00:01:12.331,Gerard Piqué Bernabéu,Barcelona,1,1,12,2,24.6,50.9
267183,267183-2,Pressure,00:01:17.383,Toni Kroos,Real Madrid,1,1,17,2,64.5,23.5
267183,267183-2,Pass,00:01:18.011,Gerard Piqué Bernabéu,Barcelona,1,1,18,2,50.3,55.2
267183,267183-2,Ball Receipt*,00:01:19.123,Lionel Andrés Messi Cuccittini,Barcelona,1,1,19,2,64.1,76.6
267183,267183-2,Carry,00:01:19.123,Lionel Andrés Messi Cuccittini,Barcelona,1,1,19,2,64.1,76.6
267183,267183-2,Pressure,00:01:20.070,Francisco Román Alarcón Suárez,Real Madrid,1,1,20,2,52.9,6.9
267183,267183-2,Pass,00:01:20.890,Lionel Andrés Messi Cuccittini,Barcelona,1,1,20,2,65.0,75.4
267183,267183-2,Ball Receipt*,00:01:22.368,Luis Alberto Suárez Díaz,Barcelona,1,1,22,2,87.6,63.2
267183,267183-2,Carry,00:01:22.368,Luis Alberto Suárez Díaz,Barcelona,1,1,22,2,87.6,63.2
267183,267183-2,Pass,00:01:23.174,Luis Alberto Suárez Díaz,Barcelona,1,1,23,2,87.8,66.0
267183,267183-2,Ball Receipt*,00:01:23.354,Ivan Rakitić,Barcelona,1,1,23,2,83.9,72.1
267183,267183-2,Carry,00:01:23.354,Ivan Rakitić,Barcelona,1,1,23,2,83.9,72.1
267183,267183-2,Pressure,00:01:24.417,Marcelo Vieira da Silva Júnior,Real Madrid,1,1,24,2,31.9,7.3
