match_id,case_id,activity,timestamp,resource,team,period,minute,second,possession,zone,finalize_in_goal,match_won
266967,266967-2,Pass,00:00:00.574,Luis Alberto Suárez Díaz,Barcelona,1,0,0,2,Attacking 3/4,False,True
266967,266967-2,Ball Receipt*,00:00:01.239,Lionel Andrés Messi Cuccittini,Barcelona,1,0,1,2,Attacking 3/4,False,True
266967,266967-2,Carry,00:00:01.239,Lionel Andrés Messi Cuccittini,Barcelona,1,0,1,2,Attacking 3/4,False,True
266967,266967-2,Pass,00:00:01.349,Lionel Andrés Messi Cuccittini,Barcelona,1,0,1,2,Attacking 3/4,False,True
266967,266967-2,Ball Receipt*,00:00:02.832,Sergi Roberto Carnicer,Barcelona,1,0,2,2,Midfield Zone,False,True
266967,266967-2,Carry,00:00:02.832,Sergi Roberto Carnicer,Barcelona,1,0,2,2,Midfield Zone,False,True
266967,266967-2,Pass,00:00:03.294,Sergi Roberto Carnicer,Barcelona,1,0,3,2,Midfield Zone,False,True
266967,266967-2,Ball Receipt*,00:00:05.160,Adriano Correia Claro,Barcelona,1,0,5,2,Midfield Zone,False,True
266967,266967-2,Carry,00:00:05.160,Adriano Correia Claro,Barcelona,1,0,5,2,Midfield Zone,False,True
266967,266967-2,Pass,00:00:06.797,Adriano Correia Claro,Barcelona,1,0,6,2,Midfield Zone,False,True
266967,266967-2,Ball Receipt*,00:00:08.140,Marc Bartra Aregall,Barcelona,1,0,8,2,Own Half,False,True
266967,266967-2,Carry,00:00:08.140,Marc Bartra Aregall,Barcelona,1,0,8,2,Own Half,False,True
266967,266967-2,Pass,00:00:09.849,Marc Bartra Aregall,Barcelona,1,0,9,2,Own Half,False,True
266967,266967-2,Ball Receipt*,00:00:12.453,Gerard Piqué Bernabéu,Barcelona,1,0,12,2,Own Half,False,True
266967,266967-2,Carry,00:00:12.453,Gerard Piqué Bernabéu,Barcelona,1,0,12,2,Own Half,False,True
266967,266967-2,Pass,00:00:13.089,Gerard Piqué Bernabéu,Barcelona,1,0,13,2,Own Half,False,True
266967,266967-2,Ball Receipt*,00:00:14.181,Martín Montoya Torralbo,Barcelona,1,0,14,2,Midfield Zone,False,True
266967,266967-2,Carry,00:00:14.181,Martín Montoya Torralbo,Barcelona,1,0,14,2,Midfield Zone,False,True
266967,266967-2,Pass,00:00:15.646,Martín Montoya Torralbo,Barcelona,1,0,15,2,Midfield Zone,False,True
266967,266967-2,Ball Receipt*,00:00:17.589,Gerard Piqué Bernabéu,Barcelona,1,0,17,2,Own Half,False,True
266967,266967-2,Carry,00:00:17.589,Gerard Piqué Bernabéu,Barcelona,1,0,17,2,Own Half,False,True
266967,266967-2,Pass,00:00:21.217,Gerard Piqué Bernabéu,Barcelona,1,0,21,2,Own Half,False,True
266967,266967-2,Ball Receipt*,00:00:22.373,Ivan Rakitić,Barcelona,1,0,22,2,Midfield Zone,False,True
266967,266967-2,Carry,00:00:22.373,Ivan Rakitić,Barcelona,1,0,22,2,Midfield Zone,False,True
266967,266967-2,Pass,00:00:24.385,Ivan Rakitić,Barcelona,1,0,24,2,Midfield Zone,False,True
266967,266967-2,Ball Receipt*,00:00:25.366,Rafael Alcântara do Nascimento,Barcelona,1,0,25,2,Midfield Zone,False,True
266967,266967-2,Carry,00:00:25.366,Rafael Alcântara do Nascimento,Barcelona,1,0,25,2,Midfield Zone,False,True
266967,266967-2,Pass,00:00:26.466,Rafael Alcântara do Nascimento,Barcelona,1,0,26,2,Midfield Zone,False,True
266967,266967-2,Ball Receipt*,00:00:28.092,Adriano Correia Claro,Barcelona,1,0,28,2,Attacking 3/4,False,True
266967,266967-2,Carry,00:00:28.092,Adriano Correia Claro,Barcelona,1,0,28,2,Attacking 3/4,False,True
