match_id,case_id,activity,timestamp,resource,team,period,minute,second,possession,zone,finalize_in_goal,match_won,possession_type
266560,266560-2,Pass,00:00:11.292,Jérémy Mathieu,Barcelona,1,0,11,2,Own Half,False,True,Fast Transition
266560,266560-2,Ball Receipt*,00:00:12.495,Sergio Busquets i Burgos,Barcelona,1,0,12,2,Midfield Zone,False,True,Fast Transition
266560,266560-2,Pressure,00:00:15.384,Daniel Alves da Silva,Barcelona,1,0,15,2,Midfield Zone,False,True,Fast Transition
266560,266560-2,Duel,00:00:17.965,Daniel Alves da Silva,Barcelona,1,0,17,2,Midfield Zone,False,True,Fast Transition
266560,266560-3,Pass,00:00:19.524,Gerard Piqué Bernabéu,Barcelona,1,0,19,3,Own Half,False,True,Long Buildup
266560,266560-3,Ball Receipt*,00:00:20.827,Jérémy Mathieu,Barcelona,1,0,20,3,Own Half,False,True,Long Buildup
266560,266560-3,Carry,00:00:20.827,Jérémy Mathieu,Barcelona,1,0,20,3,Own Half,False,True,Long Buildup
266560,266560-3,Pass,00:00:24.496,Jérémy Mathieu,Barcelona,1,0,24,3,Own Half,False,True,Long Buildup
266560,266560-3,Ball Receipt*,00:00:26.816,Jordi Alba Ramos,Barcelona,1,0,26,3,Own Half,False,True,Long Buildup
266560,266560-3,Carry,00:00:26.816,Jordi Alba Ramos,Barcelona,1,0,26,3,Own Half,False,True,Long Buildup
266560,266560-3,Pass,00:00:28.105,Jordi Alba Ramos,Barcelona,1,0,28,3,Midfield Zone,False,True,Long Buildup
266560,266560-3,Ball Receipt*,00:00:29.151,Jérémy Mathieu,Barcelona,1,0,29,3,Own Half,False,True,Long Buildup
266560,266560-3,Carry,00:00:29.151,Jérémy Mathieu,Barcelona,1,0,29,3,Own Half,False,True,Long Buildup
266560,266560-3,Pass,00:00:30.773,Jérémy Mathieu,Barcelona,1,0,30,3,Own Half,False,True,Long Buildup
266560,266560-3,Ball Receipt*,00:00:32.735,Gerard Piqué Bernabéu,Barcelona,1,0,32,3,Own Half,False,True,Long Buildup
266560,266560-3,Carry,00:00:32.735,Gerard Piqué Bernabéu,Barcelona,1,0,32,3,Own Half,False,True,Long Buildup
266560,266560-3,Pass,00:00:37.334,Gerard Piqué Bernabéu,Barcelona,1,0,37,3,Own Half,False,True,Long Buildup
266560,266560-3,Ball Receipt*,00:00:38.266,Jérémy Mathieu,Barcelona,1,0,38,3,Own Half,False,True,Long Buildup
266560,266560-3,Carry,00:00:38.266,Jérémy Mathieu,Barcelona,1,0,38,3,Own Half,False,True,Long Buildup
266560,266560-3,Pass,00:00:40.517,Jérémy Mathieu,Barcelona,1,0,40,3,Own Half,False,True,Long Buildup
266560,266560-3,Ball Receipt*,00:00:42.078,Gerard Piqué Bernabéu,Barcelona,1,0,42,3,Midfield Zone,False,True,Long Buildup
266560,266560-3,Carry,00:00:42.078,Gerard Piqué Bernabéu,Barcelona,1,0,42,3,Midfield Zone,False,True,Long Buildup
266560,266560-3,Pass,00:00:44.499,Gerard Piqué Bernabéu,Barcelona,1,0,44,3,Midfield Zone,False,True,Long Buildup
266560,266560-3,Ball Receipt*,00:00:46.017,Jérémy Mathieu,Barcelona,1,0,46,3,Midfield Zone,False,True,Long Buildup
266560,266560-3,Carry,00:00:46.017,Jérémy Mathieu,Barcelona,1,0,46,3,Midfield Zone,False,True,Long Buildup
