match_id,case_id,activity,timestamp,resource,team,period,minute,second,possession,zone,finalize_in_goal,match_won
267343,267343-2,Pressure,00:00:01.831,Luis Alberto Suárez Díaz,Barcelona,1,0,1,2,Attacking 3/4,False,True
267343,267343-2,Pressure,00:00:04.098,Neymar da Silva Santos Junior,Barcelona,1,0,4,2,Attacking 3/4,False,True
267343,267343-2,Pass,00:00:06.832,Jordi Alba Ramos,Barcelona,1,0,6,2,Midfield Zone,False,True
267343,267343-2,Ball Receipt*,00:00:07.359,Xavier Hernández Creus,Barcelona,1,0,7,2,Midfield Zone,False,True
267343,267343-3,Pass,00:00:23.463,Jordi Alba Ramos,Barcelona,1,0,23,3,Own Half,False,True
267343,267343-3,Ball Receipt*,00:00:24.730,Luis Alberto Suárez Díaz,Barcelona,1,0,24,3,Midfield Zone,False,True
267343,267343-3,Pass,00:00:24.730,Luis Alberto Suárez Díaz,Barcelona,1,0,24,3,Midfield Zone,False,True
267343,267343-3,Ball Receipt*,00:00:25.728,Javier Alejandro Mascherano,Barcelona,1,0,25,3,Midfield Zone,False,True
267343,267343-4,Duel,00:00:28.290,Jérémy Mathieu,Barcelona,1,0,28,4,Own Half,False,True
267343,267343-4,Pass,00:00:31.326,Daniel Alves da Silva,Barcelona,1,0,31,4,Own Half,False,True
267343,267343-4,Ball Receipt*,00:00:32.299,Ivan Rakitić,Barcelona,1,0,32,4,Own Half,False,True
267343,267343-4,Pressure,00:00:35.062,Lionel Andrés Messi Cuccittini,Barcelona,1,0,35,4,Own Half,False,True
267343,267343-4,Dribbled Past,00:00:37.238,Daniel Alves da Silva,Barcelona,1,0,37,4,Own Penalty Area,False,True
267343,267343-5,Duel,00:00:38.509,Lionel Andrés Messi Cuccittini,Barcelona,1,0,38,5,Own Penalty Area,False,True
267343,267343-5,Carry,00:00:38.509,Lionel Andrés Messi Cuccittini,Barcelona,1,0,38,5,Own Penalty Area,False,True
267343,267343-5,Pass,00:00:39.313,Lionel Andrés Messi Cuccittini,Barcelona,1,0,39,5,Own Penalty Area,False,True
267343,267343-5,Ball Receipt*,00:00:40.154,Marc Bartra Aregall,Barcelona,1,0,40,5,Own Penalty Area,False,True
