match_id,case_id,activity,timestamp,resource,team,period,minute,second,possession,x,y,finalize_in_goal,match_won
266921,266921-1,Starting XI,00:00:00.000,,Barcelona,1,0,0,1,,,False,True
266921,266921-1,Half Start,00:00:00.000,,Barcelona,1,0,0,1,,,False,True
266921,266921-2,Block,00:00:11.186,Andrés Iniesta Luján,Barcelona,1,0,11,2,78.7,4.9,False,True
266921,266921-3,Pressure,00:00:23.658,Munir El Haddadi Mohamed,Barcelona,1,0,23,3,79.8,10.0,False,True
266921,266921-4,Pass,00:02:27.904,Jordi Alba Ramos,Barcelona,1,2,27,4,45.0,1.0,False,True
266921,266921-4,Ball Receipt*,00:02:29.882,Jérémy Mathieu,Barcelona,1,2,29,4,27.1,10.5,False,True
266921,266921-4,Carry,00:02:29.882,Jérémy Mathieu,Barcelona,1,2,29,4,27.1,10.5,False,True
266921,266921-4,Pass,00:02:31.551,Jérémy Mathieu,Barcelona,1,2,31,4,28.3,15.7,False,True
266921,266921-4,Ball Receipt*,00:02:33.416,Javier Alejandro Mascherano,Barcelona,1,2,33,4,18.9,46.4,False,True
266921,266921-4,Carry,00:02:33.416,Javier Alejandro Mascherano,Barcelona,1,2,33,4,18.9,46.4,False,True
266921,266921-4,Pass,00:02:35.312,Javier Alejandro Mascherano,Barcelona,1,2,35,4,22.8,53.8,False,True
266921,266921-4,Ball Receipt*,00:02:36.790,Daniel Alves da Silva,Barcelona,1,2,36,4,34.9,70.5,False,True
266921,266921-4,Carry,00:02:36.790,Daniel Alves da Silva,Barcelona,1,2,36,4,34.9,70.5,False,True
266921,266921-4,Pass,00:02:36.950,Daniel Alves da Silva,Barcelona,1,2,36,4,37.3,70.7,False,True
266921,266921-4,Ball Receipt*,00:02:38.429,Javier Alejandro Mascherano,Barcelona,1,2,38,4,28.3,58.3,False,True
266921,266921-4,Carry,00:02:38.429,Javier Alejandro Mascherano,Barcelona,1,2,38,4,28.3,58.3,False,True
266921,266921-4,Pass,00:02:39.593,Javier Alejandro Mascherano,Barcelona,1,2,39,4,28.3,58.0,False,True
266921,266921-4,Ball Receipt*,00:02:40.829,Sergio Busquets i Burgos,Barcelona,1,2,40,4,25.2,43.8,False,True
266921,266921-4,Carry,00:02:40.829,Sergio Busquets i Burgos,Barcelona,1,2,40,4,25.2,43.8,False,True
266921,266921-4,Pass,00:02:43.865,Sergio Busquets i Burgos,Barcelona,1,2,43,4,31.7,42.9,False,True
266921,266921-4,Ball Receipt*,00:02:45.051,Javier Alejandro Mascherano,Barcelona,1,2,45,4,45.9,63.3,False,True
266921,266921-4,Carry,00:02:45.051,Javier Alejandro Mascherano,Barcelona,1,2,45,4,45.9,63.3,False,True
266921,266921-4,Pass,00:02:47.203,Javier Alejandro Mascherano,Barcelona,1,2,47,4,57.6,63.3,False,True
266921,266921-4,Ball Receipt*,00:02:48.732,Sergio Busquets i Burgos,Barcelona,1,2,48,4,49.1,48.1,False,True
266921,266921-4,Carry,00:02:48.732,Sergio Busquets i Burgos,Barcelona,1,2,48,4,49.1,48.1,False,True
266921,266921-4,Pass,00:02:50.401,Sergio Busquets i Burgos,Barcelona,1,2,50,4,51.6,42.3,False,True
266921,266921-4,Ball Receipt*,00:02:51.475,Andrés Iniesta Luján,Barcelona,1,2,51,4,63.6,22.1,False,True
266921,266921-4,Carry,00:02:51.475,Andrés Iniesta Luján,Barcelona,1,2,51,4,63.6,22.1,False,True
266921,266921-4,Pass,00:02:53.150,Andrés Iniesta Luján,Barcelona,1,2,53,4,62.6,21.0,False,True
266921,266921-4,Ball Receipt*,00:02:54.371,Jordi Alba Ramos,Barcelona,1,2,54,4,66.9,6.0,False,True
266921,266921-4,Carry,00:02:54.371,Jordi Alba Ramos,Barcelona,1,2,54,4,66.9,6.0,False,True
266921,266921-4,Pass,00:02:54.411,Jordi Alba Ramos,Barcelona,1,2,54,4,66.9,6.0,False,True
266921,266921-4,Ball Receipt*,00:02:55.857,Jérémy Mathieu,Barcelona,1,2,55,4,48.8,17.4,False,True
266921,266921-4,Carry,00:02:55.857,Jérémy Mathieu,Barcelona,1,2,55,4,48.8,17.4,False,True
266921,266921-4,Pass,00:02:56.436,Jérémy Mathieu,Barcelona,1,2,56,4,49.6,19.0,False,True
266921,266921-4,Ball Receipt*,00:02:57.771,Sergio Busquets i Burgos,Barcelona,1,2,57,4,49.8,36.7,False,True
266921,266921-4,Carry,00:02:57.771,Sergio Busquets i Burgos,Barcelona,1,2,57,4,49.8,36.7,False,True
266921,266921-4,Pass,00:02:59.801,Sergio Busquets i Burgos,Barcelona,1,2,59,4,52.7,40.0,False,True
266921,266921-4,Ball Receipt*,00:03:00.936,Javier Alejandro Mascherano,Barcelona,1,3,0,4,54.4,52.9,False,True
266921,266921-4,Carry,00:03:00.936,Javier Alejandro Mascherano,Barcelona,1,3,0,4,54.4,52.9,False,True
266921,266921-4,Pass,00:03:04.375,Javier Alejandro Mascherano,Barcelona,1,3,4,4,61.9,56.2,False,True
266921,266921-4,Ball Receipt*,00:03:05.844,Daniel Alves da Silva,Barcelona,1,3,5,4,72.7,74.4,False,True
266921,266921-4,Carry,00:03:05.844,Daniel Alves da Silva,Barcelona,1,3,5,4,72.7,74.4,False,True
266921,266921-4,Pass,00:03:05.924,Daniel Alves da Silva,Barcelona,1,3,5,4,72.7,74.4,False,True
266921,266921-4,Ball Receipt*,00:03:07.055,Ivan Rakitić,Barcelona,1,3,7,4,63.3,68.7,False,True
266921,266921-4,Carry,00:03:07.055,Ivan Rakitić,Barcelona,1,3,7,4,63.3,68.7,False,True
266921,266921-4,Pass,00:03:08.261,Ivan Rakitić,Barcelona,1,3,8,4,63.3,67.9,False,True
266921,266921-4,Ball Receipt*,00:03:10.464,Jérémy Mathieu,Barcelona,1,3,10,4,53.3,38.4,False,True
266921,266921-4,Carry,00:03:10.464,Jérémy Mathieu,Barcelona,1,3,10,4,53.3,38.4,False,True
266921,266921-4,Pass,00:03:11.784,Jérémy Mathieu,Barcelona,1,3,11,4,56.1,32.6,False,True
266921,266921-4,Ball Receipt*,00:03:13.038,Andrés Iniesta Luján,Barcelona,1,3,13,4,66.4,21.5,False,True
266921,266921-4,Carry,00:03:13.038,Andrés Iniesta Luján,Barcelona,1,3,13,4,66.4,21.5,False,True
266921,266921-4,Pass,00:03:17.383,Andrés Iniesta Luján,Barcelona,1,3,17,4,74.6,31.6,False,True
266921,266921-4,Ball Receipt*,00:03:18.612,Daniel Alves da Silva,Barcelona,1,3,18,4,84.5,69.3,False,True
266921,266921-5,Foul Committed,00:03:20.989,Ivan Rakitić,Barcelona,1,3,20,5,79.4,51.1,False,True
266921,266921-6,Pressure,00:03:43.691,Rafael Alcântara do Nascimento,Barcelona,1,3,43,6,64.4,71.1,False,True
266921,266921-6,Pressure,00:03:46.114,Daniel Alves da Silva,Barcelona,1,3,46,6,42.0,62.3,False,True
266921,266921-6,Goal Keeper,00:03:50.148,Claudio Andrés Bravo Muñoz,Barcelona,1,3,50,6,1.2,40.7,False,True
266921,266921-7,Pass,00:03:56.135,Claudio Andrés Bravo Muñoz,Barcelona,1,3,56,7,6.0,36.0,False,True
266921,266921-7,Ball Receipt*,00:03:58.044,Sergio Busquets i Burgos,Barcelona,1,3,58,7,22.0,40.4,False,True
266921,266921-7,Pass,00:04:03.111,Sergio Busquets i Burgos,Barcelona,1,4,3,7,40.8,42.6,False,True
266921,266921-7,Ball Receipt*,00:04:05.295,Javier Alejandro Mascherano,Barcelona,1,4,5,7,43.1,63.6,False,True
266921,266921-7,Carry,00:04:05.295,Javier Alejandro Mascherano,Barcelona,1,4,5,7,43.1,63.6,False,True
266921,266921-7,Pass,00:04:07.410,Javier Alejandro Mascherano,Barcelona,1,4,7,7,55.9,69.3,False,True
266921,266921-7,Ball Receipt*,00:04:08.005,Ivan Rakitić,Barcelona,1,4,8,7,61.5,56.5,False,True
266921,266921-7,Carry,00:04:08.005,Ivan Rakitić,Barcelona,1,4,8,7,61.5,56.5,False,True
266921,266921-7,Pass,00:04:08.085,Ivan Rakitić,Barcelona,1,4,8,7,63.0,57.5,False,True
266921,266921-7,Ball Receipt*,00:04:08.920,Javier Alejandro Mascherano,Barcelona,1,4,8,7,56.5,67.1,False,True
266921,266921-7,Carry,00:04:08.920,Javier Alejandro Mascherano,Barcelona,1,4,8,7,56.5,67.1,False,True
266921,266921-7,Pass,00:04:15.396,Javier Alejandro Mascherano,Barcelona,1,4,15,7,62.7,54.2,False,True
266921,266921-7,Ball Receipt*,00:04:17.849,Jordi Alba Ramos,Barcelona,1,4,17,7,90.8,3.4,False,True
266921,266921-7,Carry,00:04:17.849,Jordi Alba Ramos,Barcelona,1,4,17,7,90.8,3.4,False,True
266921,266921-7,Miscontrol,00:04:18.312,Jordi Alba Ramos,Barcelona,1,4,18,7,91.1,2.3,False,True
266921,266921-8,Pressure,00:04:39.274,Jérémy Mathieu,Barcelona,1,4,39,8,62.4,6.8,False,True
266921,266921-8,Block,00:04:39.738,Jérémy Mathieu,Barcelona,1,4,39,8,62.7,7.1,False,True
266921,266921-9,Pass,00:04:40.883,Sergio Busquets i Burgos,Barcelona,1,4,40,9,61.5,12.7,False,True
266921,266921-9,Ball Receipt*,00:04:41.465,Andrés Iniesta Luján,Barcelona,1,4,41,9,66.3,5.6,False,True
266921,266921-9,Carry,00:04:41.465,Andrés Iniesta Luján,Barcelona,1,4,41,9,66.3,5.6,False,True
266921,266921-9,Pass,00:04:43.596,Andrés Iniesta Luján,Barcelona,1,4,43,9,63.3,4.6,False,True
266921,266921-9,Ball Receipt*,00:04:45.156,Jordi Alba Ramos,Barcelona,1,4,45,9,73.3,4.6,False,True
266921,266921-9,Carry,00:04:45.156,Jordi Alba Ramos,Barcelona,1,4,45,9,73.3,4.6,False,True
266921,266921-9,Pass,00:04:45.166,Jordi Alba Ramos,Barcelona,1,4,45,9,73.3,4.6,False,True
266921,266921-9,Ball Receipt*,00:04:47.110,Munir El Haddadi Mohamed,Barcelona,1,4,47,9,95.4,18.8,False,True
266921,266921-9,Carry,00:04:47.110,Munir El Haddadi Mohamed,Barcelona,1,4,47,9,95.4,18.8,False,True
266921,266921-9,Pass,00:04:47.134,Munir El Haddadi Mohamed,Barcelona,1,4,47,9,99.4,15.7,False,True
266921,266921-9,Ball Receipt*,00:04:48.194,Lionel Andrés Messi Cuccittini,Barcelona,1,4,48,9,93.7,31.3,False,True
266921,266921-9,Carry,00:04:48.194,Lionel Andrés Messi Cuccittini,Barcelona,1,4,48,9,93.7,31.3,False,True
266921,266921-9,Pass,00:04:48.234,Lionel Andrés Messi Cuccittini,Barcelona,1,4,48,9,95.3,31.0,False,True
