match_id,case_id,activity,timestamp,resource,team,period,minute,second,possession,zone,finalize_in_goal,match_won,possession_type
266838,266838-2,Pressure,00:00:08.333,Andrés Iniesta Luján,Barcelona,1,0,8,2,Attacking 3/4,False,False,Fast Transition
266838,266838-2,Pressure,00:00:09.633,Jordi Alba Ramos,Barcelona,1,0,9,2,Midfield Zone,False,False,Fast Transition
266838,266838-2,Pressure,00:00:18.913,Pedro Eliezer Rodríguez Ledesma,Barcelona,1,0,18,2,Attacking 3/4,False,False,Fast Transition
266838,266838-2,Clearance,00:00:30.382,Gerard Piqué Bernabéu,Barcelona,1,0,30,2,Own Penalty Area,False,False,Fast Transition
266838,266838-3,Pressure,00:00:36.106,Sergio Busquets i Burgos,Barcelona,1,0,36,3,Own Penalty Area,False,False,Fast Transition
266838,266838-3,Block,00:00:37.048,Douglas Pereira dos Santos,Barcelona,1,0,37,3,Own Penalty Area,False,False,Fast Transition
266838,266838-4,Pressure,00:00:51.252,Sergio Busquets i Burgos,Barcelona,1,0,51,4,Own Penalty Area,False,False,Normal Play
266838,266838-4,Pressure,00:00:53.472,Sergio Busquets i Burgos,Barcelona,1,0,53,4,Own Penalty Area,False,False,Normal Play
266838,266838-4,Dribbled Past,00:00:54.545,Sergio Busquets i Burgos,Barcelona,1,0,54,4,Own Penalty Area,False,False,Normal Play
266838,266838-4,Pressure,00:00:54.946,Ivan Rakitić,Barcelona,1,0,54,4,Own Penalty Area,False,False,Normal Play
266838,266838-4,Block,00:00:57.344,Ivan Rakitić,Barcelona,1,0,57,4,Own Penalty Area,False,False,Normal Play
266838,266838-5,Clearance,00:01:36.586,Marc Bartra Aregall,Barcelona,1,1,36,5,Own Penalty Area,False,False,Fast Transition
266838,266838-6,Pass,00:01:38.479,Pedro Eliezer Rodríguez Ledesma,Barcelona,1,1,38,6,Own Half,False,False,Normal Play
266838,266838-6,Ball Receipt*,00:01:39.587,Marc Bartra Aregall,Barcelona,1,1,39,6,Own Half,False,False,Normal Play
266838,266838-6,Carry,00:01:39.587,Marc Bartra Aregall,Barcelona,1,1,39,6,Own Half,False,False,Normal Play
266838,266838-6,Pass,00:01:39.667,Marc Bartra Aregall,Barcelona,1,1,39,6,Own Half,False,False,Normal Play
266838,266838-6,Ball Receipt*,00:01:39.893,Andrés Iniesta Luján,Barcelona,1,1,39,6,Own Half,False,False,Normal Play
266838,266838-6,Carry,00:01:39.893,Andrés Iniesta Luján,Barcelona,1,1,39,6,Own Half,False,False,Normal Play
266838,266838-6,Miscontrol,00:01:39.933,Andrés Iniesta Luján,Barcelona,1,1,39,6,Own Half,False,False,Normal Play
266838,266838-6,Ball Recovery,00:01:40.556,Marc Bartra Aregall,Barcelona,1,1,40,6,Own Half,False,False,Normal Play
266838,266838-6,Carry,00:01:40.556,Marc Bartra Aregall,Barcelona,1,1,40,6,Own Half,False,False,Normal Play
266838,266838-6,Dribble,00:01:40.831,Marc Bartra Aregall,Barcelona,1,1,40,6,Own Half,False,False,Normal Play
266838,266838-7,Pressure,00:01:48.395,Ivan Rakitić,Barcelona,1,1,48,7,Own Half,False,False,Fast Transition
266838,266838-7,Pressure,00:01:49.967,Andrés Iniesta Luján,Barcelona,1,1,49,7,Midfield Zone,False,False,Fast Transition
266838,266838-7,Pressure,00:01:51.381,Jordi Alba Ramos,Barcelona,1,1,51,7,Own Half,False,False,Fast Transition
266838,266838-8,Pass,00:01:58.532,Jordi Alba Ramos,Barcelona,1,1,58,8,Own Half,False,False,Long Buildup
266838,266838-8,Ball Receipt*,00:01:59.608,Marc Bartra Aregall,Barcelona,1,1,59,8,Own Penalty Area,False,False,Long Buildup
266838,266838-8,Carry,00:01:59.608,Marc Bartra Aregall,Barcelona,1,1,59,8,Own Penalty Area,False,False,Long Buildup
266838,266838-8,Pass,00:02:01.499,Marc Bartra Aregall,Barcelona,1,2,1,8,Own Half,False,False,Long Buildup
266838,266838-8,Ball Receipt*,00:02:03.335,Gerard Piqué Bernabéu,Barcelona,1,2,3,8,Own Half,False,False,Long Buildup
266838,266838-8,Carry,00:02:03.335,Gerard Piqué Bernabéu,Barcelona,1,2,3,8,Own Half,False,False,Long Buildup
266838,266838-8,Pass,00:02:04.631,Gerard Piqué Bernabéu,Barcelona,1,2,4,8,Own Half,False,False,Long Buildup
266838,266838-8,Ball Receipt*,00:02:07.440,Douglas Pereira dos Santos,Barcelona,1,2,7,8,Midfield Zone,False,False,Long Buildup
266838,266838-8,Carry,00:02:07.440,Douglas Pereira dos Santos,Barcelona,1,2,7,8,Midfield Zone,False,False,Long Buildup
266838,266838-8,Pass,00:02:08.240,Douglas Pereira dos Santos,Barcelona,1,2,8,8,Midfield Zone,False,False,Long Buildup
266838,266838-8,Ball Receipt*,00:02:09.840,Gerard Piqué Bernabéu,Barcelona,1,2,9,8,Own Half,False,False,Long Buildup
266838,266838-8,Carry,00:02:09.840,Gerard Piqué Bernabéu,Barcelona,1,2,9,8,Own Half,False,False,Long Buildup
266838,266838-8,Pass,00:02:11.720,Gerard Piqué Bernabéu,Barcelona,1,2,11,8,Own Half,False,False,Long Buildup
266838,266838-8,Ball Receipt*,00:02:13.669,Jordi Alba Ramos,Barcelona,1,2,13,8,Midfield Zone,False,False,Long Buildup
266838,266838-8,Carry,00:02:13.669,Jordi Alba Ramos,Barcelona,1,2,13,8,Midfield Zone,False,False,Long Buildup
266838,266838-8,Pass,00:02:16.524,Jordi Alba Ramos,Barcelona,1,2,16,8,Attacking 3/4,False,False,Long Buildup
266838,266838-8,Ball Receipt*,00:02:18.545,Gerard Piqué Bernabéu,Barcelona,1,2,18,8,Midfield Zone,False,False,Long Buildup
266838,266838-8,Carry,00:02:18.545,Gerard Piqué Bernabéu,Barcelona,1,2,18,8,Midfield Zone,False,False,Long Buildup
266838,266838-8,Pass,00:02:22.184,Gerard Piqué Bernabéu,Barcelona,1,2,22,8,Midfield Zone,False,False,Long Buildup
266838,266838-8,Ball Receipt*,00:02:24.826,Jordi Alba Ramos,Barcelona,1,2,24,8,Opponent Half,False,False,Long Buildup
266838,266838-8,Carry,00:02:24.826,Jordi Alba Ramos,Barcelona,1,2,24,8,Opponent Half,False,False,Long Buildup
266838,266838-8,Pass,00:02:24.866,Jordi Alba Ramos,Barcelona,1,2,24,8,Opponent Half,False,False,Long Buildup
266838,266838-8,Ball Receipt*,00:02:25.780,Andrés Iniesta Luján,Barcelona,1,2,25,8,Attacking 3/4,False,False,Long Buildup
266838,266838-8,Carry,00:02:25.780,Andrés Iniesta Luján,Barcelona,1,2,25,8,Attacking 3/4,False,False,Long Buildup
266838,266838-8,Dribble,00:02:29.754,Andrés Iniesta Luján,Barcelona,1,2,29,8,Opponent Half,False,False,Long Buildup
266838,266838-8,Pressure,00:02:33.340,Andrés Iniesta Luján,Barcelona,1,2,33,8,Opponent Half,False,False,Long Buildup
266838,266838-8,Pressure,00:02:35.314,Marc Bartra Aregall,Barcelona,1,2,35,8,Midfield Zone,False,False,Long Buildup
266838,266838-8,Pass,00:02:36.903,Gerard Piqué Bernabéu,Barcelona,1,2,36,8,Midfield Zone,False,False,Long Buildup
266838,266838-8,Ball Receipt*,00:02:38.789,Sergio Busquets i Burgos,Barcelona,1,2,38,8,Midfield Zone,False,False,Long Buildup
266838,266838-8,Carry,00:02:38.789,Sergio Busquets i Burgos,Barcelona,1,2,38,8,Midfield Zone,False,False,Long Buildup
266838,266838-8,Pass,00:02:38.800,Sergio Busquets i Burgos,Barcelona,1,2,38,8,Midfield Zone,False,False,Long Buildup
266838,266838-8,Ball Receipt*,00:02:39.748,Jordi Alba Ramos,Barcelona,1,2,39,8,Own Half,False,False,Long Buildup
266838,266838-8,Carry,00:02:39.748,Jordi Alba Ramos,Barcelona,1,2,39,8,Own Half,False,False,Long Buildup
266838,266838-8,Pass,00:02:44.196,Jordi Alba Ramos,Barcelona,1,2,44,8,Own Half,False,False,Long Buildup
266838,266838-8,Ball Receipt*,00:02:45.202,Sergio Busquets i Burgos,Barcelona,1,2,45,8,Own Half,False,False,Long Buildup
266838,266838-8,Carry,00:02:45.202,Sergio Busquets i Burgos,Barcelona,1,2,45,8,Own Half,False,False,Long Buildup
266838,266838-8,Pass,00:02:45.242,Sergio Busquets i Burgos,Barcelona,1,2,45,8,Own Half,False,False,Long Buildup
266838,266838-8,Ball Receipt*,00:02:46.462,Marc Bartra Aregall,Barcelona,1,2,46,8,Own Half,False,False,Long Buildup
266838,266838-8,Carry,00:02:46.462,Marc Bartra Aregall,Barcelona,1,2,46,8,Own Half,False,False,Long Buildup
266838,266838-8,Pass,00:02:49.299,Marc Bartra Aregall,Barcelona,1,2,49,8,Own Half,False,False,Long Buildup
266838,266838-8,Ball Receipt*,00:02:53.306,Douglas Pereira dos Santos,Barcelona,1,2,53,8,Midfield Zone,False,False,Long Buildup
266838,266838-8,Carry,00:02:53.306,Douglas Pereira dos Santos,Barcelona,1,2,53,8,Midfield Zone,False,False,Long Buildup
266838,266838-8,Pass,00:02:55.166,Douglas Pereira dos Santos,Barcelona,1,2,55,8,Attacking 3/4,False,False,Long Buildup
266838,266838-8,Ball Receipt*,00:02:56.392,Ivan Rakitić,Barcelona,1,2,56,8,Midfield Zone,False,False,Long Buildup
266838,266838-8,Carry,00:02:56.392,Ivan Rakitić,Barcelona,1,2,56,8,Midfield Zone,False,False,Long Buildup
266838,266838-8,Pass,00:02:58.122,Ivan Rakitić,Barcelona,1,2,58,8,Midfield Zone,False,False,Long Buildup
266838,266838-8,Ball Receipt*,00:02:59.322,Marc Bartra Aregall,Barcelona,1,2,59,8,Midfield Zone,False,False,Long Buildup
266838,266838-8,Carry,00:02:59.322,Marc Bartra Aregall,Barcelona,1,2,59,8,Midfield Zone,False,False,Long Buildup
266838,266838-8,Pass,00:03:01.373,Marc Bartra Aregall,Barcelona,1,3,1,8,Midfield Zone,False,False,Long Buildup
266838,266838-8,Ball Receipt*,00:03:03.346,Jordi Alba Ramos,Barcelona,1,3,3,8,Attacking 3/4,False,False,Long Buildup
266838,266838-8,Carry,00:03:03.346,Jordi Alba Ramos,Barcelona,1,3,3,8,Attacking 3/4,False,False,Long Buildup
266838,266838-8,Pass,00:03:04.395,Jordi Alba Ramos,Barcelona,1,3,4,8,Attacking 3/4,False,False,Long Buildup
266838,266838-8,Ball Receipt*,00:03:05.630,Neymar da Silva Santos Junior,Barcelona,1,3,5,8,Opponent Half,False,False,Long Buildup
266838,266838-8,Carry,00:03:05.630,Neymar da Silva Santos Junior,Barcelona,1,3,5,8,Opponent Half,False,False,Long Buildup
266838,266838-8,Pass,00:03:09.362,Neymar da Silva Santos Junior,Barcelona,1,3,9,8,Opponent Half,False,False,Long Buildup
266838,266838-8,Ball Receipt*,00:03:10.539,Jordi Alba Ramos,Barcelona,1,3,10,8,Attacking 3/4,False,False,Long Buildup
266838,266838-8,Carry,00:03:10.539,Jordi Alba Ramos,Barcelona,1,3,10,8,Attacking 3/4,False,False,Long Buildup
266838,266838-8,Pass,00:03:11.664,Jordi Alba Ramos,Barcelona,1,3,11,8,Opponent Half,False,False,Long Buildup
266838,266838-8,Ball Receipt*,00:03:12.637,Neymar da Silva Santos Junior,Barcelona,1,3,12,8,Opponent Half,False,False,Long Buildup
266838,266838-8,Carry,00:03:12.637,Neymar da Silva Santos Junior,Barcelona,1,3,12,8,Opponent Half,False,False,Long Buildup
266838,266838-8,Pass,00:03:15.355,Neymar da Silva Santos Junior,Barcelona,1,3,15,8,Opponent Half,False,False,Long Buildup
266838,266838-8,Ball Receipt*,00:03:16.026,Pedro Eliezer Rodríguez Ledesma,Barcelona,1,3,16,8,Opponent Penalty Area,False,False,Long Buildup
266838,266838-8,Carry,00:03:16.026,Pedro Eliezer Rodríguez Ledesma,Barcelona,1,3,16,8,Opponent Penalty Area,False,False,Long Buildup
266838,266838-8,Miscontrol,00:03:17.608,Pedro Eliezer Rodríguez Ledesma,Barcelona,1,3,17,8,Opponent Penalty Area,False,False,Long Buildup
266838,266838-9,Pass,00:03:53.498,Sergio Busquets i Burgos,Barcelona,1,3,53,9,Midfield Zone,False,False,Normal Play
266838,266838-9,Pressure,00:03:55.161,Andrés Iniesta Luján,Barcelona,1,3,55,9,Midfield Zone,False,False,Normal Play
266838,266838-9,Ball Recovery,00:03:56.865,Neymar da Silva Santos Junior,Barcelona,1,3,56,9,Attacking 3/4,False,False,Normal Play
266838,266838-9,Carry,00:03:56.865,Neymar da Silva Santos Junior,Barcelona,1,3,56,9,Attacking 3/4,False,False,Normal Play
266838,266838-9,Dribble,00:03:57.242,Neymar da Silva Santos Junior,Barcelona,1,3,57,9,Attacking 3/4,False,False,Normal Play
266838,266838-9,Pressure,00:03:58.023,Lionel Andrés Messi Cuccittini,Barcelona,1,3,58,9,Attacking 3/4,False,False,Normal Play
266838,266838-9,Pressure,00:04:04.247,Marc Bartra Aregall,Barcelona,1,4,4,9,Own Half,False,False,Normal Play
266838,266838-9,Pressure,00:04:05.865,Jordi Alba Ramos,Barcelona,1,4,5,9,Own Penalty Area,False,False,Normal Play
266838,266838-9,Pressure,00:04:13.965,Andrés Iniesta Luján,Barcelona,1,4,13,9,Own Half,False,False,Normal Play
266838,266838-9,Pressure,00:04:16.129,Jordi Alba Ramos,Barcelona,1,4,16,9,Own Penalty Area,False,False,Normal Play
