match_id,case_id,activity,timestamp,resource,team,period,minute,second,possession,zone,finalize_in_goal,match_won
70303,70303-2,Clearance,00:00:13.176,Javier Alejandro Mascherano,Barcelona,1,0,13,2,Own Penalty Area,False,True
70303,70303-3,Pass,00:00:17.331,Daniel Alves da Silva,Barcelona,1,0,17,3,Own Penalty Area,False,True
70303,70303-3,Ball Receipt*,00:00:18.166,Ivan Rakitić,Barcelona,1,0,18,3,Own Half,False,True
70303,70303-3,Carry,00:00:18.166,Ivan Rakitić,Barcelona,1,0,18,3,Own Half,False,True
70303,70303-3,Pass,00:00:18.757,Ivan Rakitić,Barcelona,1,0,18,3,Own Half,False,True
70303,70303-3,Ball Receipt*,00:00:20.373,Daniel Alves da Silva,Barcelona,1,0,20,3,Own Half,False,True
70303,70303-3,Carry,00:00:20.373,Daniel Alves da Silva,Barcelona,1,0,20,3,Own Half,False,True
70303,70303-3,Dribble,00:00:22.335,Daniel Alves da Silva,Barcelona,1,0,22,3,Own Half,False,True
70303,70303-3,Carry,00:00:22.335,Daniel Alves da Silva,Barcelona,1,0,22,3,Own Half,False,True
70303,70303-3,Dispossessed,00:00:23.890,Daniel Alves da Silva,Barcelona,1,0,23,3,Own Half,False,True
70303,70303-4,Pressure,00:00:25.560,Daniel Alves da Silva,Barcelona,1,0,25,4,Own Penalty Area,False,True
70303,70303-4,Block,00:00:26.565,Gerard Piqué Bernabéu,Barcelona,1,0,26,4,Own Penalty Area,False,True
70303,70303-4,Block,00:00:27.686,Gerard Piqué Bernabéu,Barcelona,1,0,27,4,Own Penalty Area,False,True
70303,70303-4,Pass,00:00:28.374,Ivan Rakitić,Barcelona,1,0,28,4,Own Penalty Area,False,True
70303,70303-4,Ball Receipt*,00:00:31.348,Daniel Alves da Silva,Barcelona,1,0,31,4,Own Penalty Area,False,True
70303,70303-5,Duel,00:00:49.112,Sergio Busquets i Burgos,Barcelona,1,0,49,5,Own Penalty Area,False,True
70303,70303-5,Pass,00:00:51.245,Gerard Piqué Bernabéu,Barcelona,1,0,51,5,Own Penalty Area,False,True
70303,70303-5,Ball Receipt*,00:00:52.696,Ivan Rakitić,Barcelona,1,0,52,5,Own Half,False,True
70303,70303-5,Ball Recovery,00:00:55.153,Neymar da Silva Santos Junior,Barcelona,1,0,55,5,Midfield Zone,False,True
70303,70303-5,Carry,00:00:55.153,Neymar da Silva Santos Junior,Barcelona,1,0,55,5,Midfield Zone,False,True
70303,70303-5,Dribble,00:00:56.050,Neymar da Silva Santos Junior,Barcelona,1,0,56,5,Midfield Zone,False,True
70303,70303-5,Carry,00:00:56.050,Neymar da Silva Santos Junior,Barcelona,1,0,56,5,Midfield Zone,False,True
70303,70303-5,Pass,00:00:56.969,Neymar da Silva Santos Junior,Barcelona,1,0,56,5,Midfield Zone,False,True
70303,70303-5,Ball Receipt*,00:00:57.689,Luis Alberto Suárez Díaz,Barcelona,1,0,57,5,Attacking 3/4,False,True
70303,70303-5,Pressure,00:01:00.849,Neymar da Silva Santos Junior,Barcelona,1,1,0,5,Attacking 3/4,False,True
70303,70303-6,Pass,00:01:15.977,Gerard Piqué Bernabéu,Barcelona,1,1,15,6,Own Half,False,True
70303,70303-6,Ball Receipt*,00:01:19.198,Javier Alejandro Mascherano,Barcelona,1,1,19,6,Own Half,False,True
70303,70303-6,Pass,00:01:20.661,Javier Alejandro Mascherano,Barcelona,1,1,20,6,Own Half,False,True
70303,70303-6,Ball Receipt*,00:01:22.275,Jordi Alba Ramos,Barcelona,1,1,22,6,Midfield Zone,False,True
70303,70303-6,Carry,00:01:22.275,Jordi Alba Ramos,Barcelona,1,1,22,6,Midfield Zone,False,True
70303,70303-6,Pass,00:01:23.054,Jordi Alba Ramos,Barcelona,1,1,23,6,Midfield Zone,False,True
70303,70303-6,Ball Receipt*,00:01:24.592,Neymar da Silva Santos Junior,Barcelona,1,1,24,6,Attacking 3/4,False,True
70303,70303-6,Carry,00:01:24.592,Neymar da Silva Santos Junior,Barcelona,1,1,24,6,Attacking 3/4,False,True
70303,70303-6,Pass,00:01:26.040,Neymar da Silva Santos Junior,Barcelona,1,1,26,6,Attacking 3/4,False,True
70303,70303-6,Ball Receipt*,00:01:27.161,Jordi Alba Ramos,Barcelona,1,1,27,6,Midfield Zone,False,True
